State,year,fed-rd-obligations-dollar-thous,individuals-se-occupations,fed-rd-obligations-by-indiv-se-
Wyoming,2011,37192.8,8440.0,4406.729857819905
Puerto Rico,2011,97350.8,20990.0,4637.960933777989
United States,2012,135995440.6,5968240.0,22786.523430693134
Alabama,2012,5159117.2,72880.0,70789.2041712404
Alaska,2012,159055.9,16260.0,9782.035670356703
Arizona,2012,2405217.2,116930.0,20569.71863508082
Arkansas,2012,183826.6,29530.0,6225.079580088046
California,2012,18036282.2,821780.0,21947.82326170021
Colorado,2012,3744745.1,149020.0,25129.144410146288
Connecticut,2012,2231082.3,78450.0,28439.544933078392
Delaware,2012,108745.5,23440.0,4639.313139931741
District of Columbia,2012,3339296.3,63600.0,52504.658805031446
Florida,2012,2355838.5,248300.0,9487.87152637938
Georgia,2012,1133313.9,148830.0,7614.821608546664
Hawaii,2012,382507.5,20930.0,18275.561395126613
Idaho,2012,446936.4,25260.0,17693.444180522565
Illinois,2012,2399463.2,220170.0,10898.229549893265
Indiana,2012,838297.1,94620.0,8859.618473895582
Iowa,2012,613268.5,50950.0,12036.673209028459
Kansas,2012,231602.4,50930.0,4547.465148242685
Kentucky,2012,308087.2,51830.0,5944.18676442215
Louisiana,2012,313773.9,45920.0,6833.05531358885
Maine,2012,247753.3,17910.0,13833.23841429369
Maryland,2012,15597817.8,179550.0,86871.72263993317
Massachusetts,2012,6279277.9,229160.0,27401.282510036657
Michigan,2012,2206422.4,198610.0,11109.321786415589
Minnesota,2012,961092.2,131690.0,7298.14108892095
Mississippi,2012,542610.4,23640.0,22953.062605752963
Missouri,2012,1122802.9,109650.0,10239.880528955768
Montana,2012,190191.2,15360.0,12382.239583333334
Nebraska,2012,261912.2,34720.0,7543.554147465438
Nevada,2012,481733.8,27000.0,17841.992592592593
New Hampshire,2012,490720.9,28950.0,16950.635578583766
New Jersey,2012,2166953.3,181480.0,11940.452391448092
New Mexico,2012,3378590.5,35310.0,95683.67318040215
New York,2012,4727246.9,321480.0,14704.637613537392
North Carolina,2012,1922260.1,167900.0,11448.839189994045
North Dakota,2012,88065.3,13120.0,6712.294207317073
Ohio,2012,3436330.7,,
Oklahoma,2012,449812.6,50420.0,8921.312971043235
Oregon,2012,632076.1,75780.0,8340.935603061494
Pennsylvania,2012,3724885.5,,
Rhode Island,2012,557413.0,20180.0,27622.051536174433
South Carolina,2012,555366.8,63170.0,8791.622605667248
South Dakota,2012,63168.0,12000.0,5264.0
Tennessee,2012,2111930.8,79830.0,26455.352624326693
Texas,2012,5619672.8,493980.0,11376.316450058706
Utah,2012,972325.4,54720.0,17769.104532163743
Vermont,2012,103372.1,12870.0,8032.020202020202
Virginia,2012,8129998.8,274280.0,29641.23815079481
Washington,2012,2757413.7,,
West Virginia,2012,263276.0,19900.0,13229.949748743718
Wisconsin,2012,734287.6,103030.0,7126.930020382413
Wyoming,2012,75588.9,8710.0,8678.404133180251
Puerto Rico,2012,71336.2,21750.0,3279.8252873563215
United States,2013,122985239.6,6139220.0,20032.71418844739
Alabama,2013,4716401.1,76650.0,61531.651663405086
Alaska,2013,185467.5,15210.0,12193.78698224852
Arizona,2013,2369256.1,123410.0,19198.250546957297
Arkansas,2013,167347.8,30660.0,5458.180039138943
California,2013,16180809.6,849510.0,19047.226754246567
Colorado,2013,3394037.0,154020.0,22036.339436436825
Connecticut,2013,2516607.6,78850.0,31916.393151553584
Delaware,2013,112267.8,22030.0,5096.132546527462
District of Columbia,2013,3908128.4,65300.0,59848.8269525268
Florida,2013,2282028.9,250330.0,9116.082371269924
Georgia,2013,1129956.4,160820.0,7026.218132073125
Hawaii,2013,347960.8,21140.0,16459.829706717122
Idaho,2013,380813.6,25850.0,14731.667311411991
Illinois,2013,2327485.7,226850.0,10260.02071853648
Indiana,2013,692598.2,100870.0,6866.245662734212
Iowa,2013,560471.1,52440.0,10687.854691075514
Kansas,2013,234253.7,51240.0,4571.69594067135
Kentucky,2013,306846.3,53920.0,5690.769658753708
Louisiana,2013,277975.5,46750.0,5946.0
Maine,2013,169886.8,18840.0,9017.346072186836
Maryland,2013,15605883.1,186780.0,83552.21704679301
Massachusetts,2013,5690762.6,227780.0,24983.59206251646
Michigan,2013,1826142.8,207800.0,8787.982675649664
Minnesota,2013,939742.0,133580.0,7035.050157209163
Mississippi,2013,567723.4,24320.0,23343.88980263158
Missouri,2013,1056304.9,105730.0,9990.588290929725
Montana,2013,134505.2,15570.0,8638.74116891458
Nebraska,2013,200522.5,36480.0,5496.779057017544
Nevada,2013,584581.6,26850.0,21772.126629422717
New Hampshire,2013,296212.7,28460.0,10408.035839775124
New Jersey,2013,1726855.8,184720.0,9348.504763967085
New Mexico,2013,3421466.1,34900.0,98036.27793696275
New York,2013,4605209.9,333710.0,13800.035659704536
North Carolina,2013,1759195.6,173960.0,10112.644286042769
North Dakota,2013,89515.2,12520.0,7149.776357827476
Ohio,2013,2425733.9,218030.0,11125.688666697244
Oklahoma,2013,262352.2,51900.0,5054.955684007707
Oregon,2013,528961.2,79040.0,6692.322874493927
Pennsylvania,2013,3295420.7,243850.0,13514.13040803773
Rhode Island,2013,486437.3,20740.0,23454.06460945034
South Carolina,2013,397476.6,65140.0,6101.882100092109
South Dakota,2013,56606.9,12770.0,4432.803445575568
Tennessee,2013,2118645.4,,
Texas,2013,5234155.9,514400.0,10175.264191290826
Utah,2013,918646.9,57980.0,15844.203173508105
Vermont,2013,102953.6,12920.0,7968.544891640868
Virginia,2013,6487534.9,276230.0,23485.989573905805
Washington,2013,3433474.3,209710.0,16372.487244289732
West Virginia,2013,171448.8,19490.0,8796.757311441765
Wisconsin,2013,654032.7,106210.0,6157.920158177196
Wyoming,2013,41206.8,,
Puerto Rico,2013,82562.5,22790.0,3622.7512066695917
United States,2014,127927191.5,6318580.0,20246.19321113288
Alabama,2014,4483708.9,74480.0,60200.173200859295
Alaska,2014,136903.7,14920.0,9175.851206434316
Arizona,2014,1606031.8,127760.0,12570.693487789606
Arkansas,2014,190882.5,32050.0,5955.772230889235
California,2014,15798680.6,880850.0,17935.72185956746
Colorado,2014,3611356.7,160700.0,22472.66148102054
Connecticut,2014,2286989.5,79000.0,28949.23417721519
Delaware,2014,130090.7,22830.0,5698.234778799825
District of Columbia,2014,3980138.4,68820.0,57834.03661726242
Florida,2014,2447584.0,257450.0,9507.026607108177
Georgia,2014,1253097.2,169940.0,7373.762504413322
Hawaii,2014,326464.1,20900.0,15620.291866028707
Idaho,2014,597924.9,26460.0,22597.31292517007
Illinois,2014,2368557.9,235380.0,10062.69819016059
Indiana,2014,771216.1,104000.0,7415.5394230769225
Iowa,2014,512177.4,53440.0,9584.157934131737
Kansas,2014,187149.1,50120.0,3734.020351157223
Kentucky,2014,296741.8,54350.0,5459.830726770929
Louisiana,2014,284516.1,49120.0,5792.265879478827
Maine,2014,131090.5,19410.0,6753.760947964966
Maryland,2014,16890454.0,190080.0,88859.7117003367
Massachusetts,2014,6268540.4,230480.0,27197.762929538356
Michigan,2014,1852690.5,219630.0,8435.507444338205
Minnesota,2014,947366.2,140190.0,6757.7302232684215
Mississippi,2014,589504.7,24860.0,23712.980691874494
Missouri,2014,1038637.1,106980.0,9708.703495980557
Montana,2014,170536.2,15540.0,10974.015444015444
Nebraska,2014,234061.2,36220.0,6462.208724461623
Nevada,2014,509952.1,26890.0,18964.377091855706
New Hampshire,2014,335944.4,28320.0,11862.443502824859
New Jersey,2014,1968461.4,188240.0,10457.189757756056
New Mexico,2014,3714234.0,36180.0,102659.86733001658
New York,2014,4580635.0,348740.0,13134.813901473877
North Carolina,2014,1880502.6,181030.0,10387.79539302878
North Dakota,2014,80497.7,12970.0,6206.4533538936
Ohio,2014,2454492.8,219830.0,11165.413273893462
Oklahoma,2014,316784.1,52910.0,5987.225477225476
Oregon,2014,601516.2,80470.0,7475.036659624704
Pennsylvania,2014,3695261.8,248750.0,14855.323819095476
Rhode Island,2014,555287.2,21210.0,26180.443187175857
South Carolina,2014,476363.2,67300.0,7078.205052005944
South Dakota,2014,68794.7,13220.0,5203.835098335855
Tennessee,2014,2023051.8,86680.0,23339.314720812185
Texas,2014,4678422.7,541060.0,8646.772446678742
Utah,2014,1221843.6,62810.0,19453.01066709123
Vermont,2014,115659.2,13280.0,8709.277108433735
Virginia,2014,7651664.1,272410.0,28088.778312103077
Washington,2014,3565307.8,208630.0,17089.142501078462
West Virginia,2014,208016.7,20110.0,10343.943311785182
Wisconsin,2014,701051.7,112540.0,6229.355784609916
Wyoming,2014,45839.7,9050.0,5065.160220994475
Puerto Rico,2014,71036.7,23320.0,3046.1706689536877
United States,2015,125846296.8,6536860.0,19251.79624468017
Alabama,2015,4537952.0,73190.0,62002.35004782074
Alaska,2015,208043.9,14970.0,13897.388109552438
Arizona,2015,1643746.2,133650.0,12298.886644219976
Arkansas,2015,105595.5,33350.0,3166.2818590704646
California,2015,15280643.1,,
Colorado,2015,3506387.5,167400.0,20946.161887694147
Connecticut,2015,2292751.1,79490.0,28843.264561580076
Delaware,2015,108102.9,22750.0,4751.775824175824
District of Columbia,2015,4221722.8,69880.0,60413.89238694905
Florida,2015,2932695.7,271840.0,10788.315553266628
Georgia,2015,1182449.5,,
Hawaii,2015,305382.0,21060.0,14500.569800569801
Idaho,2015,532626.9,28320.0,18807.447033898305
Illinois,2015,2482732.9,245330.0,10119.972689846329
Indiana,2015,678315.2,104290.0,6504.125035957426
Iowa,2015,566974.5,52790.0,10740.187535518091
Kansas,2015,193687.4,53660.0,3609.5303764442788
Kentucky,2015,296707.4,56190.0,5280.430681615947
Louisiana,2015,253682.8,48440.0,5237.052023121387
Maine,2015,138030.1,19960.0,6915.335671342686
Maryland,2015,16750634.6,193810.0,86428.12341984417
Massachusetts,2015,6055000.6,231640.0,26139.702123985495
Michigan,2015,1798999.0,228140.0,7885.504514771632
Minnesota,2015,817426.3,143620.0,5691.591004038435
Mississippi,2015,489008.1,25440.0,19222.01650943396
Missouri,2015,1296254.1,110220.0,11760.606967882417
Montana,2015,152192.4,16320.0,9325.514705882351
Nebraska,2015,216436.5,37950.0,5703.201581027668
Nevada,2015,394231.4,28200.0,13979.836879432625
New Hampshire,2015,342053.1,29290.0,11678.152953226356
New Jersey,2015,1631865.5,193440.0,8436.029259718776
New Mexico,2015,3542923.1,37510.0,94452.76193015196
New York,2015,4566942.6,368920.0,12379.222053561747
North Carolina,2015,1892032.9,187210.0,10106.473478980823
North Dakota,2015,81999.7,12960.0,6327.1373456790125
Ohio,2015,2638535.8,233570.0,11296.552639465684
Oklahoma,2015,450232.3,55170.0,8160.817473264455
Oregon,2015,557535.9,86350.0,6456.698320787493
Pennsylvania,2015,3710488.4,255170.0,14541.240741466472
Rhode Island,2015,519380.1,21550.0,24101.16473317865
South Carolina,2015,446599.3,68380.0,6531.139221994735
South Dakota,2015,72780.6,13870.0,5247.339581831291
Tennessee,2015,2312539.6,88820.0,26036.24859265931
Texas,2015,5574479.8,563410.0,9894.179727019398
Utah,2015,1143613.2,64670.0,17683.828668625327
Vermont,2015,81624.7,13710.0,5953.661560904449
Virginia,2015,7487098.7,270990.0,27628.68998856046
Washington,2015,2361715.3,219130.0,10777.69041208415
West Virginia,2015,239450.7,20490.0,11686.222547584188
Wisconsin,2015,700689.0,117720.0,5952.16615698267
Wyoming,2015,53488.0,8980.0,5956.347438752784
Puerto Rico,2015,65870.4,22930.0,2872.6733536851284
United States,2016,113002033.8,6746600.0,16749.478818960662
Alabama,2016,4354283.3,72480.0,60075.65259381898
Alaska,2016,211854.2,14340.0,14773.654114365412
Arizona,2016,1549438.6,138560.0,11182.437933025405
Arkansas,2016,307530.1,33180.0,9268.53827606992
California,2016,15756460.2,932020.0,16905.710392480847
Colorado,2016,4183078.0,175370.0,23852.871072589383
Connecticut,2016,2365916.7,80330.0,29452.46732229553
Delaware,2016,142028.1,24120.0,5888.39552238806
District of Columbia,2016,4204465.0,75520.0,55673.530190677964
Florida,2016,2781524.8,284030.0,9793.066929549695
Georgia,2016,1301266.0,196370.0,6626.602841574579
Hawaii,2016,283848.6,21760.0,13044.512867647058
Idaho,2016,568444.0,29050.0,19567.77969018933
Illinois,2016,3922076.1,260160.0,15075.630765682658
Indiana,2016,719112.6,106230.0,6769.3928268850605
Iowa,2016,496211.6,53580.0,9261.13475177305
Kansas,2016,187927.0,57150.0,3288.3114610673665
Kentucky,2016,272594.4,55340.0,4925.811348030358
Louisiana,2016,278529.4,46770.0,5955.300406243319
Maine,2016,137486.7,20580.0,6680.597667638484
Maryland,2016,16640272.2,199860.0,83259.64274992495
Massachusetts,2016,5532560.3,242960.0,22771.48625288113
Michigan,2016,1795895.3,238120.0,7541.975894506972
Minnesota,2016,859101.8,149360.0,5751.88671665774
Mississippi,2016,448193.0,25280.0,17729.153481012658
Missouri,2016,1258592.7,116670.0,10787.629210593983
Montana,2016,169507.4,15840.0,10701.224747474747
Nebraska,2016,204818.5,39780.0,5148.7807943690295
Nevada,2016,286183.3,29460.0,9714.300746775289
New Hampshire,2016,373518.2,30400.0,12286.782894736843
New Jersey,2016,1676599.0,204000.0,8218.622549019608
New Mexico,2016,3662105.8,38420.0,95317.69390942217
New York,2016,4743813.1,378600.0,12529.881405176968
North Carolina,2016,1906189.0,199300.0,9564.420471650777
North Dakota,2016,103567.9,14020.0,7387.154065620542
Ohio,2016,2497351.9,239800.0,10414.311509591325
Oklahoma,2016,349014.1,54380.0,6418.059948510481
Oregon,2016,543833.7,89080.0,6105.003367759317
Pennsylvania,2016,3980624.0,262280.0,15177.001677596461
Rhode Island,2016,627277.4,22000.0,28512.609090909093
South Carolina,2016,460868.8,71190.0,6473.785644051131
South Dakota,2016,69021.9,14160.0,4874.427966101694
Tennessee,2016,2479277.0,90240.0,27474.257535460994
Texas,2016,5296462.7,566230.0,9353.906892958692
Utah,2016,937675.8,68630.0,13662.76846859974
Vermont,2016,82430.9,13390.0,6156.153846153846
Virginia,2016,7383556.0,275350.0,26815.166152169964
Washington,2016,2083801.9,227910.0,9143.09113246457
West Virginia,2016,455544.5,20510.0,22210.848366650414
Wisconsin,2016,722663.9,124000.0,5827.9346774193555
Wyoming,2016,43660.4,8460.0,5160.80378250591
Puerto Rico,2016,71795.8,24190.0,2967.9950392724268
United States,2017,115507566.5,6889020.0,16766.908283035904
Alabama,2017,8662528.3,73410.0,118002.02016074106
Alaska,2017,279952.8,14810.0,18902.957461174883
Arizona,2017,1198750.2,140300.0,8544.192444761225
Arkansas,2017,170024.9,35690.0,4763.936676940319
California,2017,15886663.0,946680.0,16781.44990915621
Colorado,2017,3395584.2,180660.0,18795.440053138493
Connecticut,2017,2349255.7,82960.0,28317.932738669242
Delaware,2017,168621.9,26470.0,6370.302228938421
District of Columbia,2017,4867430.9,76500.0,63626.54771241831
Florida,2017,2879538.6,293850.0,9799.348647269015
Georgia,2017,1284743.1,200620.0,6403.863523078458
Hawaii,2017,275389.2,21590.0,12755.405280222325
Idaho,2017,679105.2,29250.0,23217.27179487179
Illinois,2017,2552936.2,258920.0,9859.942067047738
Indiana,2017,689831.9,108850.0,6337.45429490124
Iowa,2017,519991.0,55050.0,9445.794732061762
Kansas,2017,211646.3,58140.0,3640.287237702098
Kentucky,2017,289451.2,57210.0,5059.451144904737
Louisiana,2017,397183.4,45020.0,8822.37672145713
Maine,2017,158035.1,20550.0,7690.272506082725
Maryland,2017,15416754.8,201310.0,76582.16084645572
Massachusetts,2017,5238400.9,246110.0,21284.795010361224
Michigan,2017,1491404.8,248460.0,6002.595186347904
Minnesota,2017,985780.9,150210.0,6562.684907795753
Mississippi,2017,449462.3,26050.0,17253.831094049903
Missouri,2017,1603792.1,119440.0,13427.59628265238
Montana,2017,150958.3,17070.0,8843.485647334504
Nebraska,2017,210590.7,41890.0,5027.230842683219
Nevada,2017,338354.3,31520.0,10734.590736040609
New Hampshire,2017,351118.8,32170.0,10914.479328566988
New Jersey,2017,1962557.7,203270.0,9654.930388153687
New Mexico,2017,3383365.7,37020.0,91392.91464073474
New York,2017,4954529.0,392570.0,12620.752986728481
North Carolina,2017,2005368.0,207220.0,9677.482868448993
North Dakota,2017,74817.3,14010.0,5340.278372591007
Ohio,2017,2549792.7,249180.0,10232.734168071274
Oklahoma,2017,367626.1,55460.0,6628.671114316624
Oregon,2017,572522.4,92790.0,6170.087293889428
Pennsylvania,2017,3787544.1,267350.0,14166.987469609126
Rhode Island,2017,614957.6,23010.0,26725.667101260322
South Carolina,2017,504736.3,72970.0,6917.038508976291
South Dakota,2017,77220.5,14260.0,5415.182328190744
Tennessee,2017,2491077.7,93320.0,26693.931633090444
Texas,2017,5318933.9,567040.0,9380.174061794583
Utah,2017,1057534.8,73320.0,14423.551554828151
Vermont,2017,80709.2,13160.0,6132.917933130699
Virginia,2017,6310863.7,282830.0,22313.27546582753
Washington,2017,2623651.0,235070.0,11161.147743225421
West Virginia,2017,141427.1,20830.0,6789.587133941432
Wisconsin,2017,729545.2,125610.0,5808.018469867048
Wyoming,2017,45779.9,7960.0,5751.243718592965
Puerto Rico,2017,67637.7,24610.0,2748.382771231207
United States,2018,125737333.0,7083690.0,17750.259116364494
Alabama,2018,5173700.1,,
Alaska,2018,299822.6,14480.0,20705.980662983424
Arizona,2018,1736998.0,,
Arkansas,2018,206209.3,35500.0,5808.712676056338
California,2018,17236903.4,989560.0,17418.755204333236
Colorado,2018,4916763.0,187050.0,26285.821972734564
Connecticut,2018,2568161.8,84100.0,30537.00118906064
Delaware,2018,161633.2,26120.0,6188.101071975498
District of Columbia,2018,6157719.5,74030.0,83178.70457922465
Florida,2018,3178523.9,304650.0,10433.362547185296
Georgia,2018,1349810.8,210710.0,6406.012054482464
Hawaii,2018,441343.2,21400.0,20623.514018691592
Idaho,2018,824213.9,30230.0,27264.766787958983
Illinois,2018,2911110.1,263930.0,11029.856780206874
Indiana,2018,781336.0,,
Iowa,2018,525011.1,58180.0,9023.9102784462
Kansas,2018,232807.5,57720.0,4033.3939708939706
Kentucky,2018,302846.1,59080.0,5126.034190927556
Louisiana,2018,321128.2,46240.0,6944.814013840831
Maine,2018,188370.8,21630.0,8708.774849745723
Maryland,2018,17779202.2,206360.0,86156.24248885443
Massachusetts,2018,6035958.5,249400.0,24201.91860465116
Michigan,2018,1630467.4,253850.0,6422.956076423084
Minnesota,2018,1030979.8,154630.0,6667.398305632802
Mississippi,2018,819832.3,26270.0,31207.92919680244
Missouri,2018,1492038.9,125620.0,11877.399299474606
Montana,2018,194718.3,17830.0,10920.824453168816
Nebraska,2018,211274.5,42200.0,5006.504739336493
Nevada,2018,400237.9,32690.0,12243.435301315389
New Hampshire,2018,472387.3,34780.0,13582.153536515238
New Jersey,2018,2367256.2,211240.0,11206.476992993752
New Mexico,2018,3630347.9,36630.0,99108.59677859678
New York,2018,5366091.1,401580.0,13362.446087952587
North Carolina,2018,2270077.6,213120.0,10651.64039039039
North Dakota,2018,110692.6,14750.0,7504.583050847458
Ohio,2018,4206814.2,251630.0,16718.253785319717
Oklahoma,2018,480647.7,55920.0,8595.273605150214
Oregon,2018,626844.0,94630.0,6624.157244002959
Pennsylvania,2018,4147619.9,,
Rhode Island,2018,662359.7,23310.0,28415.259545259545
South Carolina,2018,561412.0,75750.0,7411.379537953795
South Dakota,2018,80830.4,14790.0,5465.206220419202
Tennessee,2018,2564153.8,96060.0,26693.25213408286
Texas,2018,4677250.2,581440.0,8044.252545404513
Utah,2018,1109737.3,,
Vermont,2018,97069.0,12890.0,7530.566330488751
Virginia,2018,7187180.0,289420.0,24833.045401147123
Washington,2018,2745986.2,242680.0,11315.255480468106
West Virginia,2018,280505.1,21770.0,12884.937988056958
Wisconsin,2018,759428.2,129060.0,5884.303424763676
Wyoming,2018,48592.9,8440.0,5757.452606635071
Puerto Rico,2018,74707.1,25040.0,2983.510383386582
United States,2019,138170254.9,7317290.0,18882.708612068127
Alabama,2019,5414464.9,81730.0,66248.1940535911
Alaska,2019,334240.4,14550.0,22971.84879725086
Arizona,2019,2001235.9,146410.0,13668.71047059627
Arkansas,2019,179019.8,36180.0,4948.032061912659
California,2019,19158610.5,1023530.0,18718.171914843726
Colorado,2019,5267919.7,194490.0,27085.812638181913
Connecticut,2019,2673235.2,85950.0,31102.212914485168
Delaware,2019,163086.6,24650.0,6616.0892494929
District of Columbia,2019,6228175.8,77110.0,80770.01426533524
Florida,2019,3892005.0,317650.0,12252.494884306627
Georgia,2019,1503918.0,219770.0,6843.145106247441
Hawaii,2019,411940.0,22040.0,18690.562613430127
Idaho,2019,919915.3,31840.0,28891.812185929648
Illinois,2019,2998344.6,270460.0,11086.09258300673
Indiana,2019,894094.8,118010.0,7576.432505719855
Iowa,2019,517779.2,61540.0,8413.701657458563
Kansas,2019,282617.3,59290.0,4766.694214876033
Kentucky,2019,313350.7,61030.0,5134.371620514501
Louisiana,2019,432060.3,45540.0,9487.490118577074
Maine,2019,189013.5,22180.0,8521.798917944094
Maryland,2019,16992340.3,210700.0,80647.08258186997
Massachusetts,2019,6837816.2,256800.0,26627.01012461059
Michigan,2019,2053699.5,253380.0,8105.215486620885
Minnesota,2019,1029355.9,155230.0,6631.166011724538
Mississippi,2019,505111.8,28890.0,17483.966770508825
Missouri,2019,2375132.7,129050.0,18404.747772181327
Montana,2019,191393.8,18170.0,10533.505778756191
Nebraska,2019,243708.3,43000.0,5667.63488372093
Nevada,2019,375083.5,35180.0,10661.839113132462
New Hampshire,2019,669304.6,36280.0,18448.30760749724
New Jersey,2019,2834421.1,212670.0,13327.790003291484
New Mexico,2019,3755707.3,37550.0,100018.8362183755
New York,2019,6162335.7,408360.0,15090.448868645315
North Carolina,2019,2417439.8,225140.0,10737.495780403304
North Dakota,2019,73020.1,13990.0,5219.449606862045
Ohio,2019,5188238.0,255870.0,20276.851526165632
Oklahoma,2019,505865.6,60210.0,8401.68742733765
Oregon,2019,696901.8,97730.0,7130.889184487875
Pennsylvania,2019,4092542.5,275350.0,14863.05611040494
Rhode Island,2019,722584.7,24740.0,29207.142279708973
South Carolina,2019,645951.1,79510.0,8124.149163627216
South Dakota,2019,88897.7,15330.0,5798.936725375082
Tennessee,2019,3578413.6,98650.0,36273.832742017235
Texas,2019,5067493.3,610010.0,8307.229881477353
Utah,2019,1301136.4,84710.0,15359.891394168339
Vermont,2019,119948.0,12560.0,9550.0
Virginia,2019,8028901.8,298440.0,26902.901085645353
Washington,2019,3195255.2,257820.0,12393.356605383602
West Virginia,2019,141895.2,22720.0,6245.3873239436625
Wisconsin,2019,839542.6,136260.0,6161.328342873917
Wyoming,2019,67645.9,9010.0,7507.869034406215
Puerto Rico,2019,81769.7,26410.0,3096.1643316925406
United States,2020,162959085.0,7311810.0,22287.106065392836
Alabama,2020,3070409.0,85650.0,35848.3245767659
Alaska,2020,278935.0,13920.0,20038.433908045976
Arizona,2020,1938848.0,154090.0,12582.568628723473
Arkansas,2020,501283.0,36200.0,13847.596685082874
California,2020,22464304.0,1013810.0,22158.297905919255
Colorado,2020,5024162.0,200900.0,25008.272772523644
Connecticut,2020,2566182.0,86450.0,29684.002313475998
Delaware,2020,221626.0,23230.0,9540.507963839862
District of Columbia,2020,16314674.0,77310.0,211029.2846979692
Florida,2020,4061105.0,324480.0,12515.732864891519
Georgia,2020,1912788.0,220250.0,8684.622020431329
Hawaii,2020,393878.0,21990.0,17911.68713051387
Idaho,2020,840360.0,31220.0,26917.360666239587
Illinois,2020,3208955.0,265230.0,12098.763337480677
Indiana,2020,1104109.0,119000.0,9278.226890756303
Iowa,2020,702068.0,60580.0,11589.105315285573
Kansas,2020,352338.0,62580.0,5630.201342281879
Kentucky,2020,354252.0,60640.0,5841.88654353562
Louisiana,2020,436645.0,44360.0,9843.214607754733
Maine,2020,185146.0,22010.0,8411.903680145388
Maryland,2020,22736195.0,209780.0,108381.13738201927
Massachusetts,2020,8850303.0,251720.0,35159.31590656284
Michigan,2020,1924826.0,236860.0,8126.429114244701
Minnesota,2020,1447556.0,154570.0,9365.051433007699
Mississippi,2020,471970.0,29000.0,16274.827586206897
Missouri,2020,2079639.0,125040.0,16631.789827255277
Montana,2020,213206.0,17990.0,11851.361867704281
Nebraska,2020,254861.0,43280.0,5888.655268022181
Nevada,2020,305900.0,34440.0,8882.113821138211
New Hampshire,2020,483308.0,35880.0,13470.122630992197
New Jersey,2020,2884975.0,206520.0,13969.47026922332
New Mexico,2020,3501956.0,38970.0,89862.86887349244
New York,2020,8148162.0,395200.0,20617.81882591093
North Carolina,2020,3271376.0,230130.0,14215.339156129143
North Dakota,2020,140076.0,12690.0,11038.297872340425
Ohio,2020,5215661.0,248080.0,21024.10915833602
Oklahoma,2020,536709.0,57210.0,9381.3843733613
Oregon,2020,814312.0,96930.0,8401.031672340865
Pennsylvania,2020,5214140.0,270350.0,19286.62844460884
Rhode Island,2020,875650.0,24090.0,36349.10751349108
South Carolina,2020,821548.0,78680.0,10441.637010676157
South Dakota,2020,130890.0,15640.0,8368.925831202047
Tennessee,2020,3151030.0,104680.0,30101.547573557506
Texas,2020,6135036.0,620130.0,9893.144985728799
Utah,2020,1140727.0,85440.0,13351.20552434457
Vermont,2020,129254.0,12540.0,10307.336523125998
Virginia,2020,9650204.0,300900.0,32071.13326686607
Washington,2020,3280002.0,283420.0,11572.937689647873
West Virginia,2020,150438.0,23090.0,6515.288003464703
Wisconsin,2020,907886.0,135900.0,6680.544518027962
Wyoming,2020,86677.0,8780.0,9872.095671981777
Puerto Rico,2020,88076.0,25830.0,3409.833526906698
